atlas_term
DM_RRMM_Gastos_Inversiones
DM_RRMM_Imputaciones_Contables
DM_RRMM_Inversiones_xProducto
DM_rrhh_perfil_colaborador_dim_empleado
RRMM_Gastos_Inversiones_BSJ
RRMM_Int_Cuentas_Contables
TEST_productos_cta_corriente_acuerdo_ber
ber_productos_tarjetas_debito_ft_cierres
bsc_bsj_productos_tarjetas_debito_ft_cierres
ca_altas_y_bajas_unisys
ca_can_ges_atm_ft_extract_link_bsf
ca_clientes_restringidos_bsf
ca_datos_basicos_bsf
ca_datos_basicos_unisys
ca_datos_restringidos_bsf
ca_productos_ca_dim_tasas_interes_bsf
ca_productos_caja_ahorro_dim_maestro_ber
ca_productos_caja_ahorro_dim_maestro_bsc
ca_productos_caja_ahorro_dim_maestro_bsf
ca_productos_caja_ahorro_dim_maestro_bsj
ca_productos_caja_de_ahorro_dim_embargos
ca_productos_caja_de_ahorro_ft_maestro_historico_Unisys
ca_productos_caja_de_ahorro_ft_maestro_historico_restringidos
ca_productos_caja_de_ahorro_ft_maestro_historico_tres_bsf
ca_productos_can_ges_parametria_tasas_pasivas_unisys
ca_productos_contabilidad_dim_comisiones
ca_productos_contabilidad_dim_imputaciones_contables
ca_productos_contabilidad_dim_maestro_equivalencias_contables
ca_productos_contabilidad_dim_maestro_plan_cuentas
ca_productos_contabilidad_dim_maestro_tareas_cierre
ca_productos_contabilidad_dim_minuta
ca_productos_contabilidad_dim_transaccion_permitida_bsf
ca_productos_contabilidad_dim_transaccion_permitida_unisys
ca_productos_datos_basicos_test
ca_productos_parametria_dim_operativa_contable
ca_productos_parametria_dim_paquetes
ca_productos_ttdd_maestro_bsf
ca_productos_ttdd_maestro_unisys
can_ges_parametria_dim_sucursales_bsf
can_ges_parametria_dim_sucursales_unisys
canales_atm_pagador_dm
canales_hbi_logeos
canales_hbi_logeos_metricas_dm
canales_hbi_transacciones
canales_hbi_transacciones_dm
canales_modo_promociones
canales_modo_ru_transacciones
canales_modo_trx
canales_modo_trx_metricas
canales_modo_usuarios
canales_modo_usuarios_dm
canales_modo_usuarios_metricas
canales_trx_empresas_bsf
canales_trx_empresas_unisys
cc_altas_y_bajas_unisys
cc_cuentas_contables_fecha_valor_bsf
cc_cuentas_contables_fecha_valor_unisys
cc_datos_basicos_bsf
cc_datos_basicos_bsf_dim_test
cc_datos_basicos_bsf_fecha_valor
cc_datos_basicos_bsf_fecha_valor_dim_test
cc_datos_basicos_unisys
cc_datos_basicos_unisys_dim_test
cc_datos_basicos_unisys_fecha_valor
cc_datos_basicos_unisys_fecha_valor_dim_test
cc_productos_cta_corriente_dim_embargos
cc_productos_cta_corriente_dim_maestro_ber
cc_productos_cta_corriente_dim_maestro_bsj_bsc
cc_productos_cta_corriente_ft_maestro_historico_bsf
cc_productos_cuenta_corriente_dim_maestro_bsf
cc_productos_cuenta_corriente_ft_maestro_historico
cc_productos_garantias_dim_maestro
cc_productos_garantias_dim_maestro_bsf
cc_productos_parametria_dim_relacion_portafolio_cuentas_unisys
cc_productos_parametria_dim_relacion_titularidad_bsf
cc_productos_parametria_dim_relacion_titularidad_unisys
cg_productos_prestamos_dim_cuotas_generadas_unisys
che_convenios_unisys
che_custodiados_bsf
che_deposito_ber
che_deposito_bsc
che_deposito_bsf
che_deposito_bsj
che_librado
che_librado_bsf
che_negociados_bsc
che_negociados_bsf
che_negociados_unisys
che_productos_cheques_dim_convenio_cliente
che_productos_cheques_dim_convenios_depositos
che_productos_cheques_dim_depositos_bsf
che_productos_cheques_dim_depositos_unisys
che_productos_cheques_dim_firmantes_bsf
che_productos_cheques_dim_maestro_bancos
che_productos_cheques_dim_negociados_bsf
che_productos_cheques_dim_negociados_unisys
che_productos_cta_cte_bajas
che_productos_dim_maestro_valores_sesion
che_productos_parametria_dim_general_bancos
che_productos_parametria_dim_zonas
clientes_afip_dim
clientes_carterizacion_ru
clientes_datos_base_negativa_bsf
clientes_datos_base_negativa_unisys
clientes_datos_basicos_bsf
clientes_datos_basicos_unisys
clientes_datos_contacto_BSF
clientes_datos_contacto_UNISYS
clientes_datos_domicilio_bsf
clientes_datos_domicilio_unisys
clientes_datos_identificatorios_documentos_bsf
clientes_datos_identificatorios_documentos_unisys
clientes_datos_impositivos_dim_ber
clientes_datos_impositivos_dim_bsc
clientes_datos_impositivos_dim_bsf
clientes_datos_impositivos_dim_bsj
clientes_datos_mipyme
clientes_datos_segmentacion_exteradata_BSF
clientes_datos_segmentacion_exteradata_UNISYS
clientes_datos_situacion_BER
clientes_datos_situacion_BSF
clientes_datos_situacion_UNISYS
clientes_datos_tipificacion_bsf
clientes_datos_tipificacion_unisys
clientes_datos_titularidad_ber
clientes_datos_titularidad_bsf
clientes_datos_titularidad_unisys
clientes_nivel_tasa
clientes_ru_did
co_productos_ft_cotizaciones_moneda
contabilidad_cuentas_contables_bsf
contabilidad_importes_cuentas_contables
contactcenter_detallellamadas_BSF
contactcenter_detallellamadas_ber
contactcenter_detallellamadas_bsc
contactcenter_detallellamadas_bsj
contactcenter_llamadas_salientes
contactcenter_metricas_ft
datos_impositivos_dim_bsc
datos_impositivos_dim_bsj
dia_canales_hbe_trx_detalles_dm
dia_canales_hbe_trx_metricas_dm
dim_finanzas_comitentes
dim_finanzas_comitentes_bsf
dm_atencion_clientes_bsf
dm_atencion_clientes_unisys
dm_cajas_tesoros_bsf
dm_cajas_tesoros_unisys
dm_clientes_datos_base_negativa
dm_clientes_datos_basicos
dm_clientes_datos_contacto
dm_clientes_datos_domicilio
dm_clientes_datos_identificatorios
dm_clientes_datos_impositivos_dim_ber
dm_clientes_datos_impositivos_dim_bsc
dm_clientes_datos_impositivos_dim_bsf
dm_clientes_datos_impositivos_dim_bsj
dm_clientes_datos_mipyme
dm_clientes_datos_segmentacion_exteradata
dm_clientes_datos_situacion
dm_clientes_datos_tipificacion
dm_clientes_datos_titularidad_bsf
dm_clientes_datos_titularidad_unisys
dm_contactcenter_detalledellamadas_ft
dm_contactcenter_llamadas_salientes
dm_contactcenter_metricas_ft
dm_dim_finanzas_comitentes
dm_fci_operaciones
dm_fci_stock
dm_liquidacion_comercios
dm_padron_comercios
dm_productos_previsiones_ft_perdidas_diversas_esperadas_bsf
dm_productos_previsiones_ft_perdidas_diversas_esperadas_unisys
dm_productos_previsiones_ft_perdidas_incurridas_bsf
dm_productos_previsiones_ft_perdidas_incurridas_unisys
dm_productos_previsiones_ft_rentabilidad_bsf
dm_productos_previsiones_ft_rentabilidad_unisys
dm_productos_previsiones_ft_utilidades_diversas_bsf
dm_productos_previsiones_ft_utilidades_diversas_unisys
dm_tas_tac_trx_bsf
dm_tas_tac_trx_unisys
fci_operaciones
fci_operaciones_bsf
fci_stock
fci_stock_bsf
finanzas_comitentes_contacto
finanzas_comitentes_contacto_bsf
finanzas_cot_indices_ft_cotizaciones_BSF
finanzas_cot_indices_ft_cotizaciones_UNISYS
finanzas_operaciones_titulos_propios
finanzas_saldos_fci
finanzas_stock_titulos_propios
fiserv702l_liquidacion_comercios
ft_tas_tac_Unisys
ft_tas_tac_monetarias_BSF
ft_tas_tac_no_monetarias_BSF
ft_trx_atencion_clientes_bsf
ft_trx_cajas_tesoros_bsf_backo
ft_trx_cajas_tesoros_bsf_presencial
ft_trx_cajas_tesoros_bsf_tesoreria
ft_trx_cajas_tesoros_unisys
hab_acreditaciones_ber
hab_acreditaciones_bsc
hab_acreditaciones_bsf
hab_acreditaciones_bsj
hab_datos_basicos_ber
hab_datos_basicos_bsc
hab_datos_basicos_bsf
hab_datos_basicos_bsj
hab_haberes_promedio_acreditaciones_ber
hab_haberes_promedio_acreditaciones_bsc
hab_haberes_promedio_acreditaciones_bsf
hab_haberes_promedio_acreditaciones_bsj
hab_productos_caja_ahorro_movimientos_dim_unisys
hab_productos_haberes_anses
hab_productos_haberes_anses_bsj
hab_productos_haberes_bolsa_movimientos_ft
hab_productos_haberes_cargas_masivas_ft
hab_productos_haberes_cargas_masivas_ft_bsf
hab_productos_haberes_convenios_dim
hab_productos_haberes_empresas_clientes_ft
hab_productos_haberes_empresas_convenios_dim
hab_productos_haberes_empresas_dim
hab_productos_haberes_empresas_maestro_dim
