atlas_term
hab_productos_haberes_ft_acreditaciones_datanet
hab_productos_haberes_ft_acreditaciones_datanet_rel
hab_productos_haberes_ft_acreditaciones_datanet_unisys
hab_productos_haberes_ft_acreditaciones_snp
hab_productos_haberes_ft_acreditaciones_snp_unisys
inventario_acuerdos_cobros
lim_dim_lim
lim_dim_lineas
lim_dim_plafon
lim_dim_sublim
lim_lineas_unisys
lim_productos_parametria_dim_acordante_bsf
lim_productos_parametria_dim_acordante_unisys
lim_productos_parametria_dim_lim_bsf
lim_productos_parametria_dim_lim_unisys
lim_productos_parametria_dim_nivel_bsf
lim_productos_parametria_dim_nivel_unisys
lim_productos_parametria_dim_sublim_bsf
lim_productos_parametria_dim_sublim_unisys
lim_productos_parametria_ft_calendario_saldo_bsf
lim_productos_parametria_ft_calendario_saldo_unisys
lim_riesgos_adm_crediticia_dim_lim_bsf
lim_riesgos_adm_crediticia_dim_lim_unisys
lim_riesgos_adm_crediticia_dim_linea_bsf
lim_riesgos_adm_crediticia_dim_linea_deuda_bsf
lim_riesgos_adm_crediticia_dim_plafond_bsf
lim_riesgos_adm_crediticia_dim_plafond_unisys
lim_riesgos_adm_crediticia_dim_sublim_bsf
lim_riesgos_adm_crediticia_dim_sublim_unisys
link_atm_pagador
link_uptime
link_uptime_dm
me_clientes_documentos_dim
me_dim_compraventa_ber
me_dim_compraventa_bsc
me_dim_compraventa_bsf
me_dim_compraventa_bsj
me_productos_monedaextranjera_dim_concepto_bsf
me_productos_monedaextranjera_ft_boletos_bsf
me_productos_monedaextranjera_ft_compraventa_bsf
me_productos_monedaextranjera_ft_compraventa_unisys
me_productos_parametrias_dim_concepto_unisys
mercap_finanzas_operaciones_titulos_terceros
paq_comisiones_bsf
paq_comisiones_bsf_mensual
paq_paquetes_datos_basicos_bsf
paq_productos_dim_maestro_paquetes
paq_productos_paquetes_dim_ajustes
paq_productos_paquetes_dim_bajas
paq_productos_paquetes_dim_credenciales_socios
paq_productos_paquetes_dim_empleados
paq_productos_paquetes_dim_mantenimiento_impuestos
paq_productos_paquetes_dim_mantenimiento_tc
paq_productos_paquetes_dim_paquetes_ca
paq_productos_paquetes_dim_paquetes_cc
paq_productos_paquetes_dim_paquetes_no_vista
paq_productos_paquetes_dim_tc
paq_productos_paquetes_dim_visa_saldos
paq_productos_paquetes_dim_visa_socios
paq_productos_paquetes_ft_credenciales_saldos
paq_productos_paquetes_ft_movimientos_pagos
paq_productos_paquetes_ft_paquetes
paq_productos_paquetes_ft_solicitud
paq_productos_paquetes_ft_solicitud_ca
paq_productos_paquetes_ft_solicitud_cliente
paq_productos_paquetes_ft_solicitud_paquete
paq_productos_paquetes_ft_visamoviliqui
paq_productos_paquetes_param_bonificaciones
paq_productos_paquetes_productos_bsf
paq_productos_paquetes_rel_paq_cc_ca
paq_productos_paquetes_rel_paquete_cuenta
paq_productos_paquetes_rel_pqtca_comisiones
paq_productos_paquetes_rel_vinculacion_cuentas
paq_productos_paquetes_sucursal_marca
paq_productos_paquetes_wf_paquetes_ca
paq_productos_paquetes_wf_paquetes_cc
paq_productos_paquetes_wf_paquetes_tc
paq_productos_parametria_dim_paquetes_bsf
paq_productos_tarjeta_credito_dim_comisiones
param_atrbcra
pf_anulaciones_certif_bsf
pf_atm
pf_certificados_bsf
pf_certificados_unisys
pf_cuentas_inversoras
pf_devengamiento
pf_producto_plazo_fijo_productos_parametria_dim_moneda_bsf
pf_producto_plazo_fijo_productos_parametria_dim_moneda_unisys
pf_productos_parametria_dim_relacion_titularidad_bsf
pf_productos_parametria_dim_relacion_titularidad_unisys
pf_productos_parametria_dim_sucursales_bsf
pf_productos_parametria_dim_sucursales_unisys
pf_productos_plazo_fijo_dim_maestro_cuentas_inversoras_bsf
pf_productos_plazo_fijo_dim_maestro_cuentas_inversoras_unisys
pf_productos_plazo_fijo_ft_certificados_bsf
pf_productos_plazo_fijo_ft_certificados_unisys
pf_relacion_titularidad_bsf
pf_relacion_titularidad_unisys
pre_cliente_prestamo
pre_cliente_prestamo_bsf
pre_lineas_especiales
pre_maestro_prestamos_bsf
pre_maestro_prestamos_bsf_parte2
pre_maestro_prestamos_unisys
pre_maestro_prestamos_unisys_REINGESTAS
pre_maestro_prestamos_unisys_fecha_valor
pre_productos_parametria_dim_atrib_cont_bcra_unisys
pre_productos_parametria_dim_cod_aliados
pre_productos_parametria_dim_destino_econom
pre_productos_parametria_dim_estado_ppmap
pre_productos_parametria_dim_tipo_fondos
pre_productos_prestamos_altas
pre_productos_prestamos_dim_lineas_especiales
prest_cuotas_bsf
prest_cuotas_unisys
prest_productos_prestamos_dim_maestro_bsf
prest_productos_prestamos_dim_maestro_unisys
prestamos_cobranzas_movimientos_bsf
prestamos_cobranzas_movimientos_unisys
prestamos_garantias_bsf
prestamos_garantias_unisys
productos_auala_ft_ber_bsj
productos_auala_ft_bsc
productos_ca_dim_cuentas_contable_ber
productos_ca_dim_cuentas_contable_bsc
productos_ca_dim_cuentas_contable_bsf
productos_ca_dim_cuentas_contable_bsj
productos_ca_dim_transacciones_habilitadas_bsf
productos_ca_dim_transacciones_habilitadas_unisys
productos_ca_ft_embargos_unisys
productos_ca_ft_historico_movimientos_bsf
productos_ca_ft_intereses_devengados_bsf
productos_ca_rel_titularidad_bsf
productos_ca_rel_titularidad_unisys
productos_caja_ahorro_dim_cuentas_contables_comisiones_bsf
productos_caja_ahorro_dim_cuentas_contables_comisiones_unisys
productos_caja_ahorro_ft_embargos_bsf
productos_caja_ahorro_ft_movimientos_unisys
productos_caja_ahorro_ft_saldos_bsf
productos_caja_ahorro_ft_saldos_bsf_fecha_valor
productos_caja_ahorro_ft_saldos_bsf_restringidos_fecha_valor
productos_caja_ahorro_ft_saldos_unisys
productos_caja_ahorro_ft_saldos_unisys_fecha_valor
productos_caja_ahorro_restringidos_saldos_bsf
productos_caja_seguridad_dim_forma_pago
productos_cajas_segurdidad_dim_titular
productos_cajas_seguridad_alta_contratos
productos_cajas_seguridad_dim_caja
productos_cajas_seguridad_dim_modelo
productos_cajas_seguridad_dim_param_estados
productos_cajas_seguridad_dim_sucursal
productos_cajas_seguridad_dim_sucursales
productos_cajas_seguridad_dim_tamanio_cajas
productos_cajas_seguridad_dim_tipo_contrato
productos_cajas_seguridad_ft_bajas_alquiler
productos_cajas_seguridad_ft_contrato_ok
productos_cajas_seguridad_ft_cta_cte
productos_cajas_seguridad_ft_estados
productos_cajas_seguridad_ft_factura
productos_cajas_seguridad_ft_moviento_factura
productos_cajas_seguridad_ft_recibo
productos_cc_dim_cuenta_portafolio
productos_cc_dim_cuenta_portafolio_bsj_bsc
productos_cc_dim_cuentas_contables_bsf
productos_cc_dim_transacciones_habilitadas_bsf
productos_cc_dim_transacciones_habilitadas_unisys
productos_cc_ft_acuerdos_bsf
productos_cc_ft_acuerdos_unisys
productos_cc_ft_embargos_bsf
productos_cc_ft_embargos_unisys
productos_cc_ft_garantias_bsf
productos_cc_ft_garantias_unisys
productos_cc_ft_historico_movimientos_bsf
productos_cc_ft_historico_movimientos_unisys
productos_cc_rel_tarjetas_debito_bsf
productos_cc_rel_titularidad_bsf
productos_cc_rel_titularidad_unisys
productos_cheques_convenios
productos_cheques_dim_echeq_librados_bsf
productos_cheques_dim_echeq_librados_unisys
productos_cheques_dim_empresas
productos_cheques_dim_maestro_codigos_postales
productos_cheques_dim_maestro_plazas_unisys
productos_cheques_ft_vn_depositados
productos_cliente_dim_cuenta
productos_contabilidad_dim_imputaciones_contables_bsf
productos_contabilidad_dim_maestro_causales
productos_contabilidad_dim_plan_cuentas_bsf
productos_cta_corriente_cambio_estados
productos_cta_corriente_dim_cuentas_contables_comisiones_bsf
productos_cta_corriente_dim_cuentas_contables_comisiones_unisys
productos_cta_corriente_dim_maestro_acuerdos_ber
productos_cta_corriente_dim_maestro_acuerdos_bsc
productos_cta_corriente_dim_maestro_acuerdos_bsf
productos_cta_corriente_dim_maestro_acuerdos_bsj
productos_cta_corriente_dim_saldos_diarios
productos_cuenta_corriente_dim_cuentas_contables_ber
productos_cuenta_corriente_dim_cuentas_contables_bsc
productos_cuenta_corriente_dim_cuentas_contables_bsj
productos_dim_cheques_historial
productos_dim_maestro_excepciones
productos_dim_maestro_usuarios
productos_garantias_rel_operaciones
productos_liquidacion_prestamos_unisys
productos_maestro_tipos_operaciones_dim
productos_maestro_valores_negociados
productos_movimientos_detalle_dim
productos_operaciones_detalle_cuotas_dim
productos_padron_cuentas_inmovilizadas
productos_paquetes_dim_bsc_bsf_bsj
productos_paquetes_dim_creden_historico_ajuste_BSJ
productos_paquetes_dim_parametros_affinity
productos_paquetes_dim_visa_historico_ajuste_BSJ
productos_paquetes_ft_solicitud_historico
productos_parametria_dim_aplica_comision
productos_parametria_dim_aplica_empresa
productos_parametria_dim_asj_puestos
productos_parametria_dim_atrib_cont_bcra_bsf
productos_parametria_dim_codigos_tasa_unisys
productos_parametria_dim_cuentas_contables
productos_parametria_dim_fondos_destino_bsf
productos_parametria_dim_moneda_con_finesse_bsf
productos_parametria_dim_moneda_con_finesse_unisys
productos_parametria_dim_origen_fondos
productos_parametria_dim_periodocpa_unisys
productos_parametria_dim_plazo_fijo_bsf
productos_parametria_dim_plazo_fijo_unisys
productos_parametria_dim_productos_unisys
productos_parametria_dim_provincias_bsf
productos_parametria_dim_punto_vta_unisys
productos_parametria_dim_rechazo_bsf
productos_parametria_dim_rechazo_unisys
productos_parametria_dim_sec_residencia_bsf
productos_parametria_dim_sector_residencia
productos_parametria_dim_servicios
productos_parametria_dim_sist_amort
productos_parametria_dim_sucursales_provincia
productos_parametria_dim_tipo_boleta
productos_parametria_dim_tipo_boleta_unisys
productos_parametria_dim_tipo_comision
productos_parametria_dim_tipo_embargos
productos_parametria_dim_tipo_empresa
productos_parametria_dim_tipo_servicio
productos_parametria_dim_tipo_tasa_unisys
productos_parametria_dim_vendedores_bsf
productos_pf_certificados_bsf
productos_pf_certificados_unisys
productos_pf_certificados_uva_ft_cont
productos_pf_certificados_uva_unisys
productos_pf_ft_certificados_refactor_bsf
productos_pf_ft_certificados_refactor_unisys
productos_plazo_fijo_dim_maestro_cuentas_inversoras_unisys
productos_plazo_fijo_ft_historico_certificados
productos_plazo_fijo_ft_montos_uva_bsf
productos_plazo_fijos_dim_parametros_bsf
productos_plazo_fijos_dim_parametros_unisys
productos_prestamos_cuentas_negocio_bsf
productos_prestamos_dim_cuentas_contables_bsf
productos_prestamos_dim_cuentas_contables_unisys
productos_prestamos_dim_cuotas_generadas_bsf
productos_prestamos_dim_cuotas_procesadas
productos_prestamos_dim_maestro_cuotas_bsf
productos_prestamos_dim_maestro_vendedores
productos_prestamos_dim_maestro_vigentes_bsf
productos_prestamos_dim_maestro_vigentes_bsf_REINGESTAS
productos_prestamos_dim_operaciones_relacionadas_bsf
productos_prestamos_dim_operaciones_relacionadas_unisys
productos_prestamos_ft_bsf
productos_prestamos_ft_gastos_cuotas_unisys
productos_prestamos_ft_gastos_prestamo
productos_prestamos_ft_movimientos_historico_unisys
productos_prestamos_gestion_mora
productos_prestamos_rel_carpeta_cliente
productos_prestamos_rel_garantia_prestamo
productos_prestamos_replica
productos_prestamos_saldos_promedio
productos_prestamos_saldos_promedio_bsf
productos_prestamos_tasacero
productos_previsiones_ft_perdidas_diversas_esperadas
productos_previsiones_ft_perdidas_incurridas
productos_previsiones_ft_rentabilidad_bsf
productos_previsiones_ft_rentabilidad_unisys
productos_previsiones_ft_utilidades_diversas
productos_recaudaciones_contactabilidad_bsrvs
productos_recaudaciones_dim_api_comision_param
productos_recaudaciones_dim_api_impuesto_param
productos_recaudaciones_dim_boca_param
productos_recaudaciones_dim_botonpago
productos_recaudaciones_dim_detalle_comisiones
productos_recaudaciones_dim_entes
productos_recaudaciones_dim_formula_comision
productos_recaudaciones_dim_linkentes
productos_recaudaciones_dim_maestro_entes
productos_recaudaciones_dim_osiris_comision
productos_recaudaciones_dim_osiris_formulario
productos_recaudaciones_dim_osiris_impuesto
productos_recaudaciones_dim_parametria_entes
productos_recaudaciones_dim_puestos
productos_recaudaciones_dim_tasas_interes
productos_recaudaciones_dim_vigencia_impuesto
productos_recaudaciones_entes_link
productos_recaudaciones_ft_boletas
productos_recaudaciones_ft_historico
productos_recaudaciones_ft_maestro
productos_recaudaciones_ft_osiris_historico
productos_recaudaciones_ft_osiris_transaccion
productos_recaudaciones_ft_pdc_movimiento_bsf
productos_recaudaciones_ft_transaccion_ente
productos_recaudaciones_journal_finesse
productos_recaudaciones_link
productos_recaudaciones_link_bsf
productos_recaudaciones_parametria_dim_acordante
productos_recaudaciones_parametria_dim_rechazo
productos_recaudaciones_sucursales_asj_param
productos_relacion_cuenta_cliente_core
productos_saldos_cap_prestamos
productos_saldos_diarios_ft_bsf
productos_saldos_niif_prestamos
productos_saldos_prestamos
productos_seguros_cambio_productos
productos_seguros_dim_bajas_sancor
productos_seguros_dim_maestro
productos_seguros_dim_maestro_bsf
productos_seguros_ft_solicitud_baja
productos_servicioeventos
productos_servicioeventos_altasbajas
productos_sistema_recaudaciones_param
productos_tarjetas_debito_dim_maestro
productos_tarjetas_debito_movimientos
productos_tarjetas_debito_seguimiento
productos_td_comisiones_bsf
productos_td_comisiones_unisys
productos_valores_negociables_dim_cuentas_contables_bsf
productos_valores_negociables_dim_cuentas_contables_unisys
rec_contabilidad_mov_contables_dim_plan_cuentas
reca_comprobantes_ber_caja_banco
rrmm_productos
ru_cabal_productos_padron_comercios
ru_fiserv_productos_padron_comercios
ru_liquidaciones_cabal
ru_liquidaciones_fiserv502l
ru_liquidaciones_fiserv600l
ru_liquidaciones_fiserv702l
ru_liquidaciones_prisma
ru_paquetes_dim
ru_prisma_productos_padron_comercios
sbi_productos_recaudaciones_dim_ente_param
sbi_productos_recaudaciones_dim_formulario_impuesto
sbi_productos_tarjetas_debito_dim_maestro
seg_comision_bsf
seg_comision_unisys
seg_datos_basicos_bsf
seg_datos_basicos_bsj
seg_datos_basicos_unisys
seguros_dim_maestro_ber
seguros_dim_maestro_bsc
seguros_dim_maestro_bsf
seguros_dim_maestro_bsf_REINGESTAS
seguros_dim_maestro_bsj
seguros_gestion_cobros
seguros_gestion_cobros_bsc
seguros_gestion_cobros_bsf
seguros_solicitud_baja_poliza
sfb_productos_parametria_tarjeta_debito
suc_parametria_sucursales
td_cuentas_relacionadas_bsf
td_cuentas_relacionadas_unisys
td_datos_basicos_bsf
td_datos_basicos_unisys
td_productos_dim_cuenta_relacion_bsf
td_productos_tarjetas_debito_comisiones_bsf
td_seguimientos_BSF
td_seguimientos_unisys
td_stock_y_movimientos
test_pf_certificados_bsf
test_pf_certificados_unisys
turneros_citas
turneros_puestos_detalle
turneros_turnos_bsf
turneros_turnos_detalle_bsf
turneros_turnos_detalle_unisys
turneros_turnos_unisys
vn_bsf_reingestas
vn_cheques_bsf
vn_cheques_unisys
vn_historico_movimientos_unisys
vn_maestro_bsf
vn_maestro_unisys
vn_productos_maestro_operaciones_ft
vn_relacion_bsf
vn_relacion_unisys
vn_unisys_reingestas
